Unit Postcode,All usual residents,Males,Females,Households
BT5 5GY,24,13,11,10
BT5 5GZ,11,5,6,5
BT5 5HF,31,16,15,16
BT5 5HG,81,42,39,34
BT5 5HH,82,43,39,33
BT5 5HJ,54,28,26,22
BT5 5HL,61,30,31,30
BT5 5HN,75,36,39,28
BT5 5HP,96,42,54,48
BT5 5HQ,11,5,6,7
BT5 5HS,126,64,62,50
BT5 5HT,35,20,15,10
BT5 5JA,74,36,38,34
BT5 5JB,106,42,64,66
BT5 5JD,61,27,34,29
BT5 5JE,69,35,34,34
BT5 5JF,63,37,26,36
BT5 5JG,59,31,28,32
BT5 5JH,110,58,52,64
BT5 5JJ,24,9,15,16
BT5 5JL,99,48,51,46
BT5 5JN,88,45,43,51
BT5 5JP,117,59,58,49
BT5 5JQ,98,46,52,51
BT5 5JR,83,38,45,47
BT5 5JS,95,51,44,39
BT5 5JT,104,49,55,47
BT5 5JU,101,53,48,43
BT5 5JW,49,23,26,23
BT5 5JX,9,3,6,4
BT5 5JY,60,29,31,39
BT5 5LA,103,52,51,61
BT5 5LB,40,20,20,20
BT5 5LD,13,7,6,7
BT5 5LE,90,41,49,52
BT5 5LF,58,25,33,33
BT5 5LG,32,15,17,21
BT5 5LH,*,*,*,*
BT5 5LJ,12,3,9,6
BT5 5LL,39,16,23,22
BT5 5LR,56,30,26,26
BT5 5LS,25,14,11,11
BT5 5LT,49,27,22,18
BT5 5LU,45,22,23,19
BT5 5LW,70,37,33,32
BT5 5LX,85,45,40,31
BT5 5LY,114,57,57,42
BT5 5LZ,75,34,41,31
BT5 5NA,67,36,31,28
BT5 5NB,82,43,39,32
BT5 5ND,20,10,10,8
BT5 5NE,51,25,26,20
BT5 5NF,48,24,24,32
BT5 5NG,13,7,6,4
BT5 5NH,70,26,44,10
BT5 5NJ,*,*,*,*
BT5 5NL,13,7,6,5
BT5 5NN,21,8,13,12
BT5 5NS,9,3,6,8
BT5 5NT,149,73,76,48
BT5 5NU,42,22,20,16
BT5 5NW,55,27,28,19
BT5 5NX,93,51,42,33
BT5 5NY,89,38,51,41
BT5 5PA,16,7,9,10
BT5 5PB,37,14,23,18
BT5 5PD,27,9,18,14
BT5 5PE,44,21,23,19
BT5 5PH,40,26,14,37
BT5 5PP,14,8,6,12
BT5 5PR,75,39,36,20
BT5 5PS,24,10,14,17
BT5 5PT,61,20,41,36
BT5 6AA,44,23,21,18
BT5 6AB,59,24,35,29
BT5 6AD,44,18,26,23
BT5 6AE,77,39,38,31
BT5 6AF,78,41,37,38
BT5 6AG,140,72,68,57
BT5 6AH,81,35,46,32
BT5 6AJ,122,65,57,47
BT5 6AL,87,39,48,34
BT5 6AN,17,9,8,7
BT5 6AT,96,47,49,32
BT5 6AU,*,*,*,*
BT5 6AW,41,19,22,18
BT5 6AZ,98,57,41,39
BT5 6BA,135,64,71,49
BT5 6BB,161,75,86,56
BT5 6BD,59,28,31,21
BT5 6BE,119,59,60,51
BT5 6BG,75,36,39,35
BT5 6BH,93,45,48,34
BT5 6BL,24,9,15,18
BT5 6BP,66,35,31,22
BT5 6BS,139,62,77,65
BT5 6BT,106,42,64,58
BT5 6BU,19,8,11,9
BT5 6BW,52,30,22,23
BT5 6BX,35,15,20,11
BT5 6BY,61,28,33,25
BT5 6BZ,166,71,95,69
BT5 6DA,32,16,16,11
BT5 6DB,91,40,51,40
BT5 6DD,153,83,70,64
BT5 6DE,159,73,86,65
BT5 6DG,103,50,53,46
BT5 6DH,130,61,69,52
BT5 6DJ,38,16,22,19
BT5 6DL,98,47,51,36
BT5 6DN,102,51,51,42
BT5 6DP,127,66,61,49
BT5 6DQ,92,40,52,36
BT5 6DR,127,62,65,50
BT5 6DS,62,29,33,25
BT5 6DT,61,30,31,24
BT5 6EA,102,54,48,37
BT5 6EB,113,58,55,39
BT5 6ED,100,46,54,36
BT5 6EE,47,21,26,26
BT5 6EF,76,37,39,36
BT5 6EG,77,35,42,32
BT5 6EH,51,22,29,35
BT5 6EJ,45,21,24,22
BT5 6EL,110,51,59,54
BT5 6EN,56,27,29,26
BT5 6EP,24,8,16,12
BT5 6EQ,48,26,22,19
BT5 6ER,39,15,24,15
BT5 6EW,14,8,6,8
BT5 6FB,161,70,91,39
BT5 6FD,77,44,33,30
BT5 6FE,29,14,15,11
BT5 6FF,156,63,93,66
BT5 6FG,65,31,34,26
BT5 6FH,48,25,23,19
BT5 6FJ,11,6,5,4
BT5 6FL,68,33,35,30
BT5 6FN,72,32,40,39
BT5 6FP,49,21,28,25
BT5 6FQ,66,32,34,29
BT5 6FR,57,29,28,34
BT5 6FS,54,23,31,34
BT5 6FT,62,29,33,33
BT5 6FW,95,36,59,57
BT5 6FX,40,17,23,16
BT5 6FY,30,17,13,12
BT5 6FZ,40,21,19,19
BT5 6GA,84,41,43,38
BT5 6GB,83,34,49,36
BT5 6GD,12,7,5,8
BT5 6GE,128,53,75,68
BT5 6GF,59,26,33,27
BT5 6GG,43,21,22,18
BT5 6GH,38,20,18,14
BT5 6GJ,54,28,26,23
BT5 6GL,7,3,4,5
BT5 6GN,46,32,14,39
BT5 6GP,72,32,40,36
BT5 6GR,28,13,15,12
BT5 6GS,10,5,5,7
BT5 6GT,30,12,18,14
BT5 6GU,116,61,55,52
BT5 6GW,58,25,33,18
BT5 6GX,152,78,74,52
BT5 6GY,41,20,21,23
BT5 6GZ,61,27,34,27
BT5 6HA,*,*,*,*
BT5 6HB,88,41,47,28
BT5 6HD,*,*,*,*
BT5 6HE,19,9,10,13
BT5 6HF,104,50,54,41
BT5 6HG,124,67,57,48
BT5 6HH,38,23,15,19
BT5 6HJ,166,76,90,63
BT5 6HL,43,24,19,17
BT5 6HR,20,6,14,16
BT5 6HS,40,12,28,32
BT5 6HT,53,22,31,31
BT5 6HU,69,37,32,41
BT5 6HW,*,*,*,*
BT5 6HX,59,29,30,21
BT5 6HY,60,25,35,20
BT5 6HZ,33,16,17,11
BT5 6JA,81,36,45,26
BT5 6JB,51,25,26,16
BT5 6JD,42,26,16,10
BT5 6JE,20,12,8,8
BT5 6JF,47,22,25,19
BT5 6JG,43,20,23,17
BT5 6JH,11,6,5,4
BT5 6JJ,59,24,35,15
BT5 6JL,58,28,30,17
BT5 6JN,18,8,10,7
BT5 6JP,12,8,4,11
BT5 6JQ,44,23,21,20
BT5 6JR,37,22,15,23
BT5 6JS,34,19,15,20
BT5 6JT,38,13,25,24
BT5 6JU,19,11,8,5
BT5 6JW,17,9,8,11
BT5 6JX,15,6,9,11
BT5 6LA,82,41,41,48
BT5 6LB,*,*,*,*
BT5 6LD,35,18,17,11
BT5 6LF,21,9,12,5
BT5 6LG,18,9,9,7
BT5 6LH,29,13,16,13
BT5 6LR,*,*,*,*
BT5 6LU,*,*,*,*
BT5 6LW,53,25,28,24
BT5 6LX,52,25,27,21
BT5 6NA,55,20,35,26
BT5 6ND,14,6,8,7
BT5 6NE,17,7,10,13
BT5 6NF,10,5,5,3
BT5 6NG,69,27,42,25
BT5 6NH,54,21,33,25
BT5 6NJ,43,19,24,12
BT5 6NL,67,35,32,29
BT5 6NN,98,45,53,36
BT5 6NP,54,21,33,27
BT5 6NQ,21,8,13,12
BT5 6NR,51,26,25,19
BT5 6NS,82,39,43,32
BT5 6NT,74,39,35,27
BT5 6NU,93,26,67,27
BT5 6NW,73,36,37,24
BT5 6NX,47,21,26,18
BT5 6NY,102,48,54,41
BT5 6NZ,72,33,39,22
BT5 6PE,25,14,11,8
BT5 6PF,42,18,24,30
BT5 6PG,26,10,16,18
BT5 6PH,22,11,11,8
BT5 6PJ,23,12,11,8
BT5 6PL,108,40,68,26
BT5 6PN,66,31,35,23
BT5 6PP,25,9,16,14
BT5 6PQ,141,67,74,53
BT5 6PR,66,37,29,22
BT5 6PS,83,43,40,30
BT5 6PT,34,19,15,13
BT5 6PU,34,20,14,12
BT5 6PW,*,*,*,*
BT5 6PX,17,9,8,8
BT5 6QA,28,13,15,13
BT5 6QB,18,6,12,8
BT5 6QD,15,5,10,6
BT5 7AA,39,20,19,13
BT5 7AB,28,12,16,15
BT5 7AD,46,26,20,16
BT5 7AE,18,6,12,14
BT5 7AF,19,8,11,11
BT5 7AG,78,36,42,29
BT5 7AH,5,4,1,4
BT5 7AJ,119,52,67,49
BT5 7AL,89,43,46,31
BT5 7AN,79,38,41,32
BT5 7AP,91,40,51,32
BT5 7AQ,74,39,35,29
BT5 7AR,118,50,68,41
BT5 7AS,20,8,12,10
BT5 7AT,78,36,42,34
BT5 7AU,54,25,29,21
BT5 7AW,89,47,42,39
BT5 7AX,59,31,28,27
BT5 7AY,56,29,27,24
BT5 7AZ,44,19,25,20
BT5 7BA,15,7,8,9
BT5 7BB,49,18,31,21
BT5 7BD,62,33,29,25
BT5 7BE,40,14,26,18
BT5 7BF,35,14,21,15
BT5 7BG,72,35,37,39
BT5 7BH,51,26,25,20
BT5 7BJ,34,14,20,14
BT5 7BL,23,10,13,10
BT5 7BN,30,14,16,16
BT5 7BQ,44,18,26,20
BT5 7BR,15,2,13,14
BT5 7BS,82,18,64,0
BT5 7BT,17,8,9,8
BT5 7BU,87,44,43,45
BT5 7BW,20,12,8,6
BT5 7BX,75,24,51,14
BT5 7BY,76,33,43,38
BT5 7BZ,68,28,40,35
BT5 7DA,19,6,13,13
BT5 7DB,10,4,6,6
BT5 7DD,23,15,8,9
BT5 7DE,39,22,17,11
BT5 7DF,37,14,23,14
BT5 7DG,27,10,17,13
BT5 7DH,12,4,8,7
BT5 7DJ,35,14,21,17
BT5 7DL,*,*,*,*
BT5 7DN,74,36,38,23
BT5 7DP,18,10,8,7
BT5 7DQ,86,46,40,30
BT5 7DR,76,40,36,33
BT5 7DS,66,34,32,23
BT5 7DT,100,49,51,37
BT5 7DU,72,34,38,27
BT5 7DW,17,7,10,9
BT5 7DX,87,42,45,35
BT5 7DY,83,41,42,29
BT5 7DZ,40,15,25,16
BT5 7EB,48,20,28,17
BT5 7ED,118,52,66,43
BT5 7EE,35,18,17,15
BT5 7EF,50,22,28,19
BT5 7EG,32,12,20,12
BT5 7EH,46,21,25,19
BT5 7EJ,10,7,3,7
BT5 7EL,51,17,34,7
BT5 7EN,51,26,25,17
BT5 7EP,57,27,30,24
BT5 7EQ,109,59,50,39
BT5 7ER,37,16,21,17
BT5 7ES,23,11,12,12
BT5 7ET,17,7,10,12
BT5 7EU,49,21,28,18
BT5 7EW,74,41,33,35
BT5 7EX,85,37,48,37
BT5 7EY,15,8,7,6
BT5 7EZ,65,35,30,28
BT5 7FB,76,37,39,30
BT5 7FD,76,35,41,35
BT5 7FE,60,29,31,32
BT5 7FF,33,15,18,14
BT5 7FG,16,7,9,7
BT5 7FH,34,17,17,14
BT5 7FJ,35,18,17,13
BT5 7FL,62,34,28,21
BT5 7FN,15,7,8,12
BT5 7FP,64,32,32,30
BT5 7FQ,21,13,8,13
BT5 7FR,8,2,6,4
BT5 7FS,26,12,14,9
BT5 7FT,19,8,11,7
BT5 7FW,53,25,28,20
BT5 7FX,45,18,27,20
BT5 7FY,22,9,13,10
BT5 7FZ,66,30,36,31
BT5 7GA,42,17,25,12
BT5 7GB,32,16,16,18
BT5 7GD,64,32,32,34
BT5 7GE,102,50,52,56
BT5 7GF,91,44,47,35
BT5 7GG,95,43,52,40
BT5 7GH,33,15,18,16
BT5 7GJ,48,25,23,20
BT5 7GL,76,50,26,59
BT5 7GS,42,23,19,26
BT5 7GT,73,34,39,37
BT5 7GU,93,52,41,28
BT5 7GX,58,29,29,31
BT5 7GY,*,*,*,*
BT5 7GZ,9,2,7,6
BT5 7HA,7,3,4,5
BT5 7HB,15,9,6,5
BT5 7HD,118,48,70,37
BT5 7HE,77,30,47,39
BT5 7HF,33,16,17,18
BT5 7HG,51,15,36,28
BT5 7HH,80,37,43,38
BT5 7HJ,22,8,14,10
BT5 7HL,125,57,68,51
BT5 7HN,71,38,33,32
BT5 7HP,71,32,39,29
BT5 7HQ,46,18,28,25
BT5 7HR,77,32,45,30
BT5 7HS,35,17,18,17
BT5 7HT,10,5,5,4
BT5 7HU,154,76,78,61
BT5 7HW,159,76,83,67
BT5 7HX,37,20,17,15
BT5 7HY,6,2,4,6
BT5 7HZ,56,27,29,26
BT5 7JA,134,59,75,54
BT5 7JB,28,15,13,13
BT5 7JD,11,4,7,8
BT5 7JE,35,9,26,28
BT5 7JG,63,29,34,28
BT5 7JH,58,30,28,20
BT5 7JJ,44,20,24,20
BT5 7JL,58,29,29,26
BT5 7JN,107,49,58,49
BT5 7JP,96,48,48,44
BT5 7JQ,50,23,27,22
BT5 7JR,49,27,22,19
BT5 7JS,*,*,*,*
BT5 7JT,23,12,11,9
BT5 7JU,122,61,61,58
BT5 7JW,85,40,45,40
BT5 7JX,102,43,59,49
BT5 7JY,58,30,28,37
BT5 7JZ,73,36,37,40
BT5 7LA,68,38,30,42
BT5 7LD,161,82,79,95
BT5 7LE,56,22,34,27
BT5 7LF,32,14,18,18
BT5 7LG,28,14,14,13
BT5 7LH,*,*,*,*
BT5 7LJ,51,24,27,26
BT5 7LL,*,*,*,*
BT5 7LN,36,19,17,15
BT5 7LP,*,*,*,*
BT5 7LQ,47,20,27,27
BT5 7LR,95,41,54,47
BT5 7LS,49,20,29,27
BT5 7LT,34,20,14,11
BT5 7LU,60,29,31,29
BT5 7LX,68,31,37,31
BT5 7LY,120,56,64,50
BT5 7LZ,179,87,92,75
BT5 7NA,26,13,13,11
BT5 7NB,45,22,23,20
BT5 7ND,15,6,9,6
BT5 7NE,72,35,37,27
BT5 7NG,35,17,18,16
BT5 7NH,28,6,22,15
BT5 7NJ,14,8,6,5
BT5 7NL,23,9,14,9
BT5 7NN,38,15,23,16
BT5 7NP,57,33,24,23
BT5 7NQ,*,*,*,*
BT5 7NR,31,12,19,15
BT5 7NS,27,18,9,9
BT5 7NT,23,13,10,9
BT5 7NU,109,48,61,48
BT5 7NW,13,6,7,5
BT5 7NX,30,17,13,16
BT5 7NY,50,21,29,18
BT5 7NZ,61,26,35,21
BT5 7PA,46,17,29,25
BT5 7PB,88,38,50,39
BT5 7PD,59,28,31,23
BT5 7PE,19,8,11,10
BT5 7PF,13,8,5,7
BT5 7PG,25,8,17,14
BT5 7PH,30,14,16,14
BT5 7PJ,82,37,45,41
BT5 7PL,41,17,24,18
BT5 7PN,45,22,23,30
BT5 7PP,25,14,11,9
BT5 7PQ,25,10,15,14
BT5 7PR,14,5,9,6
BT5 7PS,43,17,26,19
BT5 7PT,65,30,35,26
BT5 7PU,92,41,51,42
BT5 7PW,99,44,55,46
BT5 7PX,81,41,40,39
BT5 7PY,76,31,45,28
BT5 7PZ,19,10,9,10
BT5 7QA,85,39,46,36
BT5 7QD,29,14,15,8
BT5 7QE,*,*,*,*
BT5 7QF,39,20,19,14
BT5 7QG,51,20,31,19
BT5 7QH,12,5,7,4
BT5 7QJ,9,4,5,4
BT5 7QL,24,12,12,14
BT5 7QN,9,6,3,4
BT5 7QP,29,15,14,9
BT5 7QQ,15,8,7,6
BT5 7QR,26,10,16,12
BT5 7QS,110,46,64,47
BT5 7QT,110,54,56,44
BT5 7QU,33,16,17,11
BT5 7QW,102,50,52,42
BT5 7QX,51,23,28,22
BT5 7QY,92,43,49,38
BT5 7QZ,69,37,32,27
BT5 7RA,6,5,1,6
BT5 7RB,11,7,4,6
BT5 7RD,19,10,9,14
BT5 7RF,13,4,9,7
BT5 7RG,77,36,41,30
BT5 7RH,90,37,53,44
BT5 7RJ,40,18,22,21
BT5 7RL,45,19,26,17
BT5 7RN,32,12,20,19
BT5 7RP,52,22,30,28
BT5 7RQ,37,15,22,28
BT5 7RR,21,14,7,14
BT5 7RS,225,106,119,85
BT5 7RT,90,41,49,37
BT5 7RU,108,50,58,67
BT5 7RW,25,7,18,13
BT5 7RX,42,22,20,13
BT5 7RY,26,11,15,10
BT5 7RZ,15,8,7,6
BT5 7SE,46,20,26,21
BT5 7SF,49,17,32,19
BT5 7SG,16,6,10,8
BT5 7SJ,*,*,*,*
BT5 7SL,26,11,15,11
BT5 7SN,30,15,15,12
BT5 7SQ,21,10,11,7
BT5 7SR,*,*,*,*
BT5 7SS,54,28,26,15
BT5 7ST,16,8,8,5
BT5 7SU,31,15,16,9
BT5 7SW,40,21,19,12
BT5 7SX,*,*,*,*
BT5 7SY,40,17,23,30
BT5 7SZ,*,*,*,*
BT5 7TA,22,9,13,9
BT5 7TB,*,*,*,*
BT5 7TD,19,10,9,7
BT5 7TE,10,5,5,4
BT5 7TG,12,7,5,3
BT5 7TJ,15,7,8,5
BT5 7TL,49,27,22,15
BT5 7TN,77,41,36,21
BT5 7TP,17,8,9,6
BT5 7TQ,*,*,*,*
BT5 7TR,39,19,20,19
BT5 7TS,27,15,12,9
BT5 7TT,10,5,5,5
BT5 7TU,37,16,21,15
BT5 7TX,31,19,12,10
BT5 7TY,141,74,67,61
BT5 7TZ,9,2,7,6
BT5 7UA,30,16,14,13
BT5 7UB,45,26,19,21
BT5 7UD,*,*,*,*
BT6 0AA,67,35,32,27
BT6 0AB,121,50,71,42
BT6 0AD,118,69,49,39
BT6 0AE,120,64,56,51
BT6 0AG,21,9,12,8
BT6 0AH,*,*,*,*
BT6 0AJ,11,6,5,5
BT6 0AL,130,65,65,51
BT6 0AN,127,62,65,49
BT6 0AP,69,30,39,25
BT6 0AQ,90,39,51,33
BT6 0AR,71,37,34,30
BT6 0AS,107,52,55,43
BT6 0AT,52,32,20,22
BT6 0AU,18,12,6,7
BT6 0BA,42,24,18,12
BT6 0BB,79,42,37,30
BT6 0BD,83,40,43,27
BT6 0BF,10,6,4,3
BT6 0BG,11,5,6,3
BT6 0BP,10,4,6,4
BT6 0BQ,52,24,28,23
BT6 0BS,37,16,21,17
BT6 0BT,12,5,7,4
BT6 0BU,64,28,36,23
BT6 0BW,81,18,63,5
BT6 0BZ,15,9,6,9
BT6 0DA,98,44,54,37
BT6 0DB,66,31,35,25
BT6 0DD,*,*,*,*
BT6 0DE,83,38,45,29
BT6 0DG,164,77,87,56
BT6 0DH,86,37,49,32
BT6 0DJ,62,29,33,29
BT6 0DL,78,39,39,35
BT6 0DN,61,21,40,53
BT6 0DS,7,3,4,4
BT6 0DT,39,21,18,24
BT6 0DU,88,39,49,47
BT6 0DW,104,50,54,41
BT6 0DX,80,34,46,36
BT6 0DY,101,50,51,42
BT6 0DZ,83,42,41,33
BT6 0EA,22,10,12,13
BT6 0EB,30,15,15,12
BT6 0ED,41,21,20,21
BT6 0EE,26,10,16,13
BT6 0EF,116,44,72,53
BT6 0EG,32,11,21,13
BT6 0EH,63,29,34,30
BT6 0EJ,68,28,40,32
BT6 0EL,104,46,58,43
BT6 0EN,103,46,57,42
BT6 0EP,122,58,64,58
BT6 0EQ,73,35,38,28
BT6 0ER,89,42,47,36
BT6 0ES,98,47,51,42
BT6 0ET,59,33,26,48
BT6 0EU,113,54,59,42
BT6 0EW,122,57,65,50
BT6 0EX,139,64,75,61
BT6 0EY,75,54,21,61
BT6 0FH,34,15,19,17
BT6 0FJ,28,11,17,14
BT6 0FL,24,10,14,11
BT6 0FN,85,35,50,43
BT6 0FP,50,29,21,42
BT6 0FQ,54,29,25,40
BT6 0FR,70,32,38,33
BT6 0FS,66,34,32,24
BT6 0FT,63,29,34,44
BT6 0FW,85,34,51,36
BT6 0FX,56,24,32,27
BT6 0FY,31,14,17,20
BT6 0GA,182,84,98,71
BT6 0GB,114,60,54,51
BT6 0GD,48,22,26,25
BT6 0GE,51,24,27,29
BT6 0GF,*,*,*,*
BT6 0GG,17,8,9,9
BT6 0GH,38,17,21,16
BT6 0GJ,58,21,37,28
BT6 0GL,63,29,34,31
BT6 0GN,59,29,30,26
BT6 0GP,61,31,30,25
BT6 0GQ,78,35,43,44
BT6 0GR,119,49,70,72
BT6 0HA,8,3,5,4
BT6 0HB,98,52,46,35
BT6 0HD,45,20,25,20
BT6 0HE,73,34,39,30
BT6 0HF,53,26,27,22
BT6 0HG,93,38,55,38
BT6 0HH,79,42,37,30
BT6 0HJ,54,26,28,24
BT6 0HL,106,48,58,44
BT6 0HN,111,53,58,46
BT6 0HP,88,46,42,31
BT6 0HQ,45,22,23,20
BT6 0HR,91,42,49,37
BT6 0HS,51,20,31,19
BT6 0HT,63,24,39,25
BT6 0JA,75,38,37,27
BT6 0JB,59,28,31,24
BT6 0JD,72,30,42,31
BT6 0JE,*,*,*,*
BT6 0JF,132,65,67,47
BT6 0JG,103,44,59,41
BT6 0JH,125,58,67,49
BT6 0JJ,82,38,44,39
BT6 0JL,64,29,35,29
BT6 0JN,112,59,53,46
BT6 0JP,86,39,47,29
BT6 0JQ,69,29,40,30
BT6 0JR,7,3,4,6
BT6 0JS,81,37,44,34
BT6 0JW,*,*,*,*
BT6 0JY,*,*,*,*
BT6 0LA,25,12,13,10
BT6 0LB,39,16,23,15
BT6 0LD,58,24,34,27
BT6 0LE,64,27,37,22
BT6 0LF,28,14,14,14
BT6 0LG,29,17,12,9
BT6 0LH,10,5,5,4
BT6 0LJ,91,48,43,32
BT6 0LL,47,28,19,23
BT6 0LN,27,11,16,14
BT6 0LP,59,25,34,21
BT6 0LQ,52,22,30,19
BT6 0LS,25,11,14,13
BT6 0LT,47,22,25,20
BT6 0LU,14,4,10,8
BT6 0LX,77,34,43,52
BT6 0NA,34,12,22,14
BT6 0NB,32,19,13,11
BT6 0ND,94,46,48,39
BT6 0NF,148,76,72,57
BT6 0NG,60,24,36,22
BT6 0NH,42,19,23,16
BT6 0NJ,63,31,32,29
BT6 0NL,51,24,27,25
BT6 0NN,67,32,35,32
BT6 0NP,77,34,43,29
BT6 0NQ,75,33,42,33
BT6 0NR,71,27,44,32
BT6 0NS,76,36,40,32
BT6 0NT,80,37,43,37
BT6 0NU,55,28,27,22
BT6 0NW,57,30,27,25
BT6 0NX,25,12,13,12
BT6 0PA,32,11,21,16
BT6 0PD,9,6,3,4
BT6 8AB,24,12,12,11
BT6 8AD,22,11,11,19
BT6 8AF,37,18,19,17
BT6 8AP,16,9,7,9
BT6 8AS,26,7,19,10
BT6 8AX,14,5,9,6
BT6 8BA,67,32,35,27
BT6 8BB,19,11,8,8
BT6 8BE,45,25,20,15
BT6 8BG,21,14,7,12
BT6 8BH,69,34,35,39
BT6 8BJ,83,44,39,35
BT6 8BL,58,23,35,25
BT6 8BN,6,5,1,5
BT6 8BS,22,10,12,13
BT6 8BU,27,14,13,11
BT6 8BW,38,16,22,17
BT6 8BY,22,8,14,7
BT6 8BZ,42,18,24,31
BT6 8DA,9,5,4,7
BT6 8DE,45,23,22,24
BT6 8DF,54,25,29,24
BT6 8DG,37,20,17,35
BT6 8DH,24,13,11,14
BT6 8DJ,72,36,36,33
BT6 8DL,70,33,37,56
BT6 8DQ,*,*,*,*
BT6 8DR,*,*,*,*
BT6 8DX,48,23,25,22
BT6 8DY,71,36,35,36
BT6 8DZ,21,12,9,11
BT6 8EE,16,9,7,13
BT6 8EF,65,38,27,30
BT6 8EJ,80,36,44,38
BT6 8EL,65,36,29,34
BT6 8EN,118,57,61,56
BT6 8EP,32,14,18,21
BT6 8EQ,53,24,29,28
BT6 8ER,13,6,7,6
BT6 8ES,34,16,18,17
BT6 8ET,108,52,56,34
BT6 8EU,48,26,22,29
BT6 8EW,28,12,16,13
BT6 8EX,117,68,49,61
BT6 8EY,83,41,42,45
BT6 8EZ,43,25,18,21
BT6 8FB,80,36,44,36
BT6 8FD,109,54,55,40
BT6 8FE,62,37,25,19
BT6 8FN,50,22,28,15
BT6 8FR,18,9,9,12
BT6 8FS,112,53,59,57
BT6 8FU,43,16,27,18
BT6 8FW,21,10,11,5
BT6 8FX,50,24,26,28
BT6 8FZ,11,6,5,5
BT6 8GD,116,58,58,61
BT6 8GE,163,73,90,64
BT6 8GF,130,67,63,56
BT6 8GG,44,17,27,19
BT6 8GH,*,*,*,*
BT6 8GJ,17,8,9,9
BT6 8GL,20,7,13,8
BT6 8GP,49,14,35,29
BT6 8GQ,97,46,51,52
BT6 8GR,51,31,20,20
BT6 8GS,38,20,18,21
BT6 8GT,30,12,18,16
BT6 8GU,30,15,15,18
BT6 8GW,30,14,16,16
BT6 8GX,14,5,9,8
BT6 8GY,19,8,11,12
BT6 8HD,24,10,14,9
BT6 8HE,39,17,22,18
BT6 8HF,40,17,23,14
BT6 8HL,101,41,60,40
BT6 8HN,88,43,45,40
BT6 8HP,26,12,14,15
BT6 8HQ,118,54,64,59
BT6 8HT,32,18,14,15
BT6 8HU,30,8,22,15
BT6 8HW,38,15,23,10
BT6 8HX,43,22,21,20
BT6 8HY,15,7,8,9
BT6 8JA,81,35,46,41
BT6 8JB,53,32,21,31
BT6 8JD,46,18,28,20
BT6 8JE,56,28,28,24
BT6 8JF,71,38,33,34
BT6 8JG,107,55,52,48
BT6 8JH,50,23,27,25
BT6 8JJ,45,20,25,27
BT6 8JL,100,44,56,56
BT6 8JN,56,26,30,24
BT6 8JP,60,23,37,29
BT6 8JQ,25,11,14,13
BT6 8JR,30,10,20,15
BT6 8JS,*,*,*,*
BT6 8JT,21,11,10,11
BT6 8JU,53,19,34,24
BT6 8JX,58,35,23,39
BT6 8JZ,82,36,46,42
BT6 8LD,58,35,23,29
BT6 8LE,20,10,10,10
BT6 8LF,73,34,39,28
BT6 8LG,73,37,36,41
BT6 8LH,48,27,21,26
BT6 8LJ,41,18,23,21
BT6 8LL,77,32,45,35
BT6 8NA,37,24,13,21
BT6 8NB,103,48,55,55
BT6 8ND,106,53,53,58
BT6 8NE,46,16,30,20
BT6 8NF,103,50,53,57
BT6 8NG,145,73,72,63
BT6 8NH,119,49,70,60
BT6 8NJ,124,61,63,61
BT6 8NL,104,47,57,60
BT6 8NN,84,39,45,51
BT6 8NP,99,42,57,68
BT6 8NQ,36,21,15,15
BT6 8NR,98,42,56,39
BT6 8NS,18,6,12,8
BT6 8NT,81,36,45,45
BT6 8NU,93,44,49,50
BT6 8NW,84,41,43,35
BT6 8NX,34,15,19,16
BT6 8NY,32,15,17,15
BT6 8NZ,116,53,63,65
BT6 8PA,41,20,21,24
BT6 8PB,21,7,14,9
BT6 8PD,127,57,70,62
BT6 8PE,136,68,68,68
BT6 8PF,119,52,67,66
BT6 8PQ,*,*,*,*
BT6 8PT,*,*,*,*
BT6 8PU,13,7,6,11
BT6 8PW,*,*,*,*
BT6 8PX,*,*,*,*
BT6 8PY,*,*,*,*
BT6 8QB,17,8,9,7
BT6 8QD,34,18,16,19
BT6 8QE,38,22,16,22
BT6 8QF,20,12,8,9
BT6 8QG,41,23,18,22
BT6 8QH,41,18,23,22
BT6 8QJ,8,4,4,5
BT6 8QL,48,24,24,23
BT6 8QN,50,23,27,23
BT6 8QP,74,30,44,35
BT6 8QR,33,13,20,17
BT6 8QS,66,37,29,25
BT6 8QT,54,36,18,29
BT6 8QU,118,65,53,60
BT6 8QW,25,18,7,13
BT6 8QX,151,85,66,79
BT6 8QY,69,35,34,45
BT6 8QZ,79,47,32,40
BT6 8RA,51,28,23,29
BT6 8RD,38,24,14,29
BT6 8RE,34,23,11,24
BT6 8RF,78,50,28,29
BT6 9AF,107,55,52,58
BT6 9AG,78,38,40,34
BT6 9AN,51,23,28,30
BT6 9AP,25,11,14,13
BT6 9AQ,21,12,9,9
BT6 9AU,60,31,29,36
BT6 9AW,25,16,9,13
BT6 9AX,77,35,42,46
BT6 9AZ,94,47,47,50
BT6 9BA,52,28,24,21
BT6 9BB,75,44,31,34
BT6 9BD,116,52,64,49
BT6 9BE,141,74,67,56
BT6 9BJ,74,43,31,33
BT6 9BL,14,4,10,10
BT6 9BN,29,15,14,15
BT6 9BP,52,30,22,25
BT6 9BU,102,55,47,43
BT6 9BX,85,39,46,25
BT6 9BY,22,10,12,12
BT6 9DA,62,29,33,21
BT6 9DD,35,14,21,28
